"caseid","age_a","marstat","reldlife","religion","samesex","intvwyear","lifprtnr","timesmar","attnd14","fmarit","gayadopt","lifeprt","sxok18","staytog","prvntdiv","achieve"
77646,42,1,1,3,3,2016,10,2,NA,1,NA,NA,NA,NA,NA,NA
77647,46,6,NA,1,1,2017,0,NA,NA,5,NA,NA,NA,NA,NA,NA
77648,36,4,2,4,1,2017,2,1,NA,3,NA,NA,NA,NA,NA,NA
77649,43,1,2,2,3,2017,1,1,NA,1,NA,NA,NA,NA,NA,NA
77650,18,6,NA,1,1,2016,0,NA,7,5,NA,NA,NA,NA,NA,NA
77656,25,6,1,4,4,2017,7,NA,NA,5,NA,NA,NA,NA,NA,NA
77658,33,6,NA,1,5,2016,15,NA,NA,5,NA,NA,NA,NA,NA,NA
77662,18,2,1,3,4,2016,1,NA,1,5,NA,NA,NA,NA,NA,NA
77667,40,1,NA,1,1,2016,4,1,NA,1,NA,NA,NA,NA,NA,NA
77668,45,5,1,3,4,2017,3,1,NA,4,NA,NA,NA,NA,NA,NA
77669,32,6,3,3,2,2015,4,NA,NA,5,NA,NA,NA,NA,NA,NA
77671,44,1,1,3,4,2015,11,1,NA,1,NA,NA,NA,NA,NA,NA
77672,35,1,1,3,2,2017,2,1,NA,1,NA,NA,NA,NA,NA,NA
77674,21,2,2,2,1,2017,1,NA,6,5,NA,NA,NA,NA,NA,NA
77677,21,6,2,3,2,2016,3,NA,2,5,NA,NA,NA,NA,NA,NA
77679,22,2,NA,1,1,2015,2,NA,1,5,NA,NA,NA,NA,NA,NA
77682,33,6,1,2,2,2016,10,NA,NA,5,NA,NA,NA,NA,NA,NA
77683,44,2,1,3,2,2017,8,3,NA,3,NA,NA,NA,NA,NA,NA
77684,46,1,1,2,3,2015,2,1,NA,1,NA,NA,NA,NA,NA,NA
77686,34,1,1,3,3,2015,1,1,NA,1,NA,NA,NA,NA,NA,NA
77687,46,1,1,2,2,2017,1,1,NA,1,NA,NA,NA,NA,NA,NA
77688,16,6,2,2,1,2017,0,NA,3,5,NA,NA,NA,NA,NA,NA
77689,30,1,2,3,1,2017,2,2,NA,1,NA,NA,NA,NA,NA,NA
77690,30,6,1,3,3,2016,6,NA,NA,5,NA,NA,NA,NA,NA,NA
77691,45,6,3,3,1,2016,3,NA,NA,5,NA,NA,NA,NA,NA,NA
77695,19,6,2,3,2,2017,1,NA,1,5,NA,NA,NA,NA,NA,NA
77700,29,6,1,3,1,2015,7,NA,NA,5,NA,NA,NA,NA,NA,NA
77701,39,6,NA,1,2,2016,15,NA,NA,5,NA,NA,NA,NA,NA,NA
77702,26,6,NA,1,2,2016,9,NA,NA,5,NA,NA,NA,NA,NA,NA
77704,31,1,1,3,5,2016,19,2,NA,1,NA,NA,NA,NA,NA,NA
77705,33,3,3,2,2,2016,4,1,NA,2,NA,NA,NA,NA,NA,NA
77708,24,2,1,2,2,2016,3,NA,2,5,NA,NA,NA,NA,NA,NA
77710,21,1,2,2,2,2017,1,1,2,1,NA,NA,NA,NA,NA,NA
77711,28,6,1,3,1,2016,0,NA,NA,5,NA,NA,NA,NA,NA,NA
77712,22,2,1,3,3,2016,2,NA,3,5,NA,NA,NA,NA,NA,NA
77713,31,6,1,4,2,2016,2,NA,NA,5,NA,NA,NA,NA,NA,NA
77714,50,6,1,2,2,2016,8,NA,NA,5,NA,NA,NA,NA,NA,NA
77717,33,1,NA,1,1,2017,7,1,NA,1,NA,NA,NA,NA,NA,NA
77720,19,6,2,3,2,2017,5,NA,2,5,NA,NA,NA,NA,NA,NA
77722,39,1,1,3,1,2016,8,2,NA,1,NA,NA,NA,NA,NA,NA
77723,30,1,1,3,2,2016,1,1,NA,1,NA,NA,NA,NA,NA,NA
77726,35,2,2,3,3,2017,4,1,NA,3,NA,NA,NA,NA,NA,NA
77728,24,6,NA,1,1,2016,2,NA,7,5,NA,NA,NA,NA,NA,NA
77729,41,1,1,4,2,2016,1,1,NA,1,NA,NA,NA,NA,NA,NA
77731,46,1,1,3,4,2016,1,1,NA,1,NA,NA,NA,NA,NA,NA
77734,18,6,1,3,4,2017,0,NA,1,5,NA,NA,NA,NA,NA,NA
77735,49,6,1,3,2,2016,3,NA,NA,5,NA,NA,NA,NA,NA,NA
77737,22,6,2,4,1,2017,7,NA,5,5,NA,NA,NA,NA,NA,NA
77739,29,1,2,3,2,2016,4,1,NA,1,NA,NA,NA,NA,NA,NA
77740,31,1,3,4,1,2016,11,1,NA,1,NA,NA,NA,NA,NA,NA
77743,47,4,NA,1,2,2016,30,1,NA,3,NA,NA,NA,NA,NA,NA
77744,15,6,1,2,1,2017,0,NA,2,5,NA,NA,NA,NA,NA,NA
77745,15,6,1,3,2,2016,0,NA,2,5,NA,NA,NA,NA,NA,NA
77746,31,1,2,2,1,2016,3,1,NA,1,NA,NA,NA,NA,NA,NA
77748,44,1,1,3,4,2016,10,2,NA,1,NA,NA,NA,NA,NA,NA
77749,24,1,1,3,3,2016,9,1,2,1,NA,NA,NA,NA,NA,NA
77750,29,6,1,3,4,2015,20,NA,NA,5,NA,NA,NA,NA,NA,NA
77752,31,2,1,2,3,2015,2,NA,NA,5,NA,NA,NA,NA,NA,NA
77756,19,6,2,2,2,2016,1,NA,2,5,NA,NA,NA,NA,NA,NA
77757,32,4,NA,1,1,2017,13,1,NA,3,NA,NA,NA,NA,NA,NA
77759,37,4,1,3,1,2016,3,1,NA,3,NA,NA,NA,NA,NA,NA
77764,31,1,1,3,3,2016,28,3,NA,1,NA,NA,NA,NA,NA,NA
77765,49,1,1,3,2,2017,3,1,NA,1,NA,NA,NA,NA,NA,NA
77766,19,6,NA,1,1,2015,1,NA,7,5,NA,NA,NA,NA,NA,NA
77767,34,6,NA,1,1,2015,12,NA,NA,5,NA,NA,NA,NA,NA,NA
77771,32,1,1,3,2,2017,5,1,NA,1,NA,NA,NA,NA,NA,NA
77772,21,2,2,2,1,2016,15,NA,2,5,NA,NA,NA,NA,NA,NA
77773,41,1,2,2,2,2016,4,1,NA,1,NA,NA,NA,NA,NA,NA
77774,15,6,3,2,1,2016,0,NA,6,5,NA,NA,NA,NA,NA,NA
77777,43,4,1,3,3,2016,29,1,NA,3,NA,NA,NA,NA,NA,NA
77780,21,2,1,3,1,2016,3,NA,1,5,NA,NA,NA,NA,NA,NA
77785,30,2,NA,1,1,2016,3,NA,NA,5,NA,NA,NA,NA,NA,NA
77787,18,2,2,3,2,2016,12,NA,6,5,NA,NA,NA,NA,NA,NA
77788,30,1,2,3,2,2017,1,1,NA,1,NA,NA,NA,NA,NA,NA
77791,46,4,1,3,5,2017,2,1,NA,3,NA,NA,NA,NA,NA,NA
77794,25,6,3,4,1,2016,0,NA,NA,5,NA,NA,NA,NA,NA,NA
77795,35,6,2,3,4,2015,10,NA,NA,5,NA,NA,NA,NA,NA,NA
77796,36,1,1,2,4,2015,1,1,NA,1,NA,NA,NA,NA,NA,NA
77797,41,1,NA,1,1,2016,5,2,NA,1,NA,NA,NA,NA,NA,NA
77798,47,1,1,4,2,2017,1,1,NA,1,NA,NA,NA,NA,NA,NA
77801,41,1,2,3,2,2016,12,1,NA,1,NA,NA,NA,NA,NA,NA
77806,15,6,3,3,1,2015,0,NA,6,5,NA,NA,NA,NA,NA,NA
77808,18,6,1,4,4,2017,0,NA,1,5,NA,NA,NA,NA,NA,NA
77809,15,6,2,3,1,2016,0,NA,2,5,NA,NA,NA,NA,NA,NA
77811,44,2,1,3,3,2016,5,3,NA,3,NA,NA,NA,NA,NA,NA
77813,26,6,2,3,2,2016,2,NA,NA,5,NA,NA,NA,NA,NA,NA
77819,32,1,1,3,4,2016,3,1,NA,1,NA,NA,NA,NA,NA,NA
77820,17,6,1,3,3,2015,0,NA,1,5,NA,NA,NA,NA,NA,NA
77823,25,6,NA,1,2,2017,20,NA,NA,5,NA,NA,NA,NA,NA,NA
77824,17,6,2,3,2,2016,2,NA,1,5,NA,NA,NA,NA,NA,NA
77825,37,1,1,3,4,2016,1,1,NA,1,NA,NA,NA,NA,NA,NA
77826,22,2,NA,1,2,2016,6,NA,7,5,NA,NA,NA,NA,NA,NA
77827,40,5,1,3,4,2016,2,1,NA,4,NA,NA,NA,NA,NA,NA
77829,34,1,NA,1,4,2016,7,1,NA,1,NA,NA,NA,NA,NA,NA
77830,31,4,2,4,1,2017,18,1,NA,3,NA,NA,NA,NA,NA,NA
77835,38,2,NA,1,2,2016,7,NA,NA,5,NA,NA,NA,NA,NA,NA
77838,29,5,NA,1,1,2017,8,2,NA,4,NA,NA,NA,NA,NA,NA
77839,25,6,NA,1,4,2016,7,NA,NA,5,NA,NA,NA,NA,NA,NA
77840,18,6,2,2,5,2016,1,NA,2,5,NA,NA,NA,NA,NA,NA
77841,27,6,2,2,2,2017,6,NA,NA,5,NA,NA,NA,NA,NA,NA
77844,47,2,2,3,1,2016,5,1,NA,3,NA,NA,NA,NA,NA,NA
77845,25,1,1,2,1,2016,16,1,NA,1,NA,NA,NA,NA,NA,NA
77846,38,1,2,3,4,2016,8,1,NA,1,NA,NA,NA,NA,NA,NA
77849,48,4,NA,1,3,2017,5,2,NA,3,NA,NA,NA,NA,NA,NA
77850,46,4,1,3,4,2017,3,1,NA,3,NA,NA,NA,NA,NA,NA
77852,15,6,1,3,4,2017,0,NA,1,5,NA,NA,NA,NA,NA,NA
77853,22,6,2,2,1,2015,4,NA,4,5,NA,NA,NA,NA,NA,NA
77855,16,6,1,3,3,2016,0,NA,1,5,NA,NA,NA,NA,NA,NA
77856,28,4,1,3,4,2015,5,1,NA,3,NA,NA,NA,NA,NA,NA
77857,16,6,2,3,1,2017,0,NA,6,5,NA,NA,NA,NA,NA,NA
77858,18,6,2,4,1,2016,0,NA,2,5,NA,NA,NA,NA,NA,NA
77860,47,4,2,3,3,2016,2,1,NA,3,NA,NA,NA,NA,NA,NA
77862,45,6,NA,1,4,2017,0,NA,NA,5,NA,NA,NA,NA,NA,NA
77863,40,4,NA,1,2,2016,2,1,NA,3,NA,NA,NA,NA,NA,NA
77866,49,1,1,3,4,2017,5,1,NA,1,NA,NA,NA,NA,NA,NA
77868,49,4,1,3,2,2017,5,1,NA,3,NA,NA,NA,NA,NA,NA
77869,36,1,1,3,3,2017,2,1,NA,1,NA,NA,NA,NA,NA,NA
77870,27,1,1,4,4,2017,1,1,NA,1,NA,NA,NA,NA,NA,NA
77872,17,6,2,3,1,2017,1,NA,7,5,NA,NA,NA,NA,NA,NA
77873,26,6,2,3,1,2015,4,NA,NA,5,NA,NA,NA,NA,NA,NA
77875,15,6,NA,1,2,2015,0,NA,2,5,NA,NA,NA,NA,NA,NA
77876,47,2,2,3,1,2016,5,NA,NA,5,NA,NA,NA,NA,NA,NA
77878,35,6,NA,1,1,2016,12,NA,NA,5,NA,NA,NA,NA,NA,NA
77885,48,5,2,2,1,2017,1,1,NA,4,NA,NA,NA,NA,NA,NA
77886,45,6,1,3,4,2016,8,NA,NA,5,NA,NA,NA,NA,NA,NA
77888,22,6,NA,1,2,2015,8,NA,7,5,NA,NA,NA,NA,NA,NA
77890,36,4,1,3,5,2017,3,1,NA,3,NA,NA,NA,NA,NA,NA
77893,46,5,2,2,1,2016,5,1,NA,4,NA,NA,NA,NA,NA,NA
77896,39,1,1,2,2,2016,8,1,NA,1,NA,NA,NA,NA,NA,NA
77897,25,1,2,2,1,2016,8,1,NA,1,NA,NA,NA,NA,NA,NA
77900,23,1,NA,1,2,2016,1,1,7,1,NA,NA,NA,NA,NA,NA
77901,16,6,3,3,1,2016,0,NA,2,5,NA,NA,NA,NA,NA,NA
77902,28,6,1,4,2,2016,1,NA,NA,5,NA,NA,NA,NA,NA,NA
77904,34,1,1,4,4,2016,1,1,NA,1,NA,NA,NA,NA,NA,NA
77907,30,2,2,3,1,2016,7,1,NA,3,NA,NA,NA,NA,NA,NA
77909,22,6,2,3,1,2016,2,NA,2,5,NA,NA,NA,NA,NA,NA
77911,18,6,1,3,2,2017,0,NA,4,5,NA,NA,NA,NA,NA,NA
77913,33,6,1,3,4,2017,13,NA,NA,5,NA,NA,NA,NA,NA,NA
77915,45,1,3,4,2,2016,25,1,NA,1,NA,NA,NA,NA,NA,NA
77917,38,1,1,3,1,2016,1,1,NA,1,NA,NA,NA,NA,NA,NA
77921,17,6,1,3,4,2017,1,NA,2,5,NA,NA,NA,NA,NA,NA
77923,30,6,NA,1,2,2015,20,NA,NA,5,NA,NA,NA,NA,NA,NA
77925,29,6,NA,1,2,2016,5,NA,NA,5,NA,NA,NA,NA,NA,NA
77926,31,2,NA,1,1,2017,50,1,NA,3,NA,NA,NA,NA,NA,NA
77927,33,6,NA,1,1,2016,20,NA,NA,5,NA,NA,NA,NA,NA,NA
77929,39,1,1,4,4,2017,4,1,NA,1,NA,NA,NA,NA,NA,NA
77930,27,6,1,3,1,2017,20,NA,NA,5,NA,NA,NA,NA,NA,NA
77932,17,6,2,3,2,2016,0,NA,2,5,NA,NA,NA,NA,NA,NA
77933,46,1,1,3,5,2016,3,1,NA,1,NA,NA,NA,NA,NA,NA
77935,38,6,2,2,2,2015,7,NA,NA,5,NA,NA,NA,NA,NA,NA
77936,17,6,NA,1,1,2015,1,NA,5,5,NA,NA,NA,NA,NA,NA
77937,29,6,2,2,2,2016,1,NA,NA,5,NA,NA,NA,NA,NA,NA
77938,39,1,1,3,4,2017,1,1,NA,1,NA,NA,NA,NA,NA,NA
77939,43,1,1,3,1,2017,3,1,NA,1,NA,NA,NA,NA,NA,NA
77940,46,4,1,3,2,2015,8,2,NA,3,NA,NA,NA,NA,NA,NA
77945,23,6,1,3,1,2017,1,NA,2,5,NA,NA,NA,NA,NA,NA
77946,31,6,2,3,4,2016,4,NA,NA,5,NA,NA,NA,NA,NA,NA
77948,16,6,2,2,2,2017,0,NA,5,5,NA,NA,NA,NA,NA,NA
77949,18,6,2,3,3,2016,0,NA,3,5,NA,NA,NA,NA,NA,NA
77951,28,1,NA,1,1,2017,7,1,NA,1,NA,NA,NA,NA,NA,NA
77952,39,1,2,3,2,2015,6,2,NA,1,NA,NA,NA,NA,NA,NA
77955,17,6,NA,1,1,2016,1,NA,5,5,NA,NA,NA,NA,NA,NA
77957,30,1,1,4,4,2016,2,2,NA,1,NA,NA,NA,NA,NA,NA
77959,34,6,1,3,4,2015,28,NA,NA,5,NA,NA,NA,NA,NA,NA
77962,49,1,2,2,2,2015,16,3,NA,1,NA,NA,NA,NA,NA,NA
77964,45,1,1,3,4,2017,11,2,NA,1,NA,NA,NA,NA,NA,NA
77967,35,5,NA,1,1,2016,4,1,NA,4,NA,NA,NA,NA,NA,NA
77968,46,4,2,2,3,2017,3,1,NA,3,NA,NA,NA,NA,NA,NA
77969,21,6,1,3,4,2017,3,NA,2,5,NA,NA,NA,NA,NA,NA
77970,26,5,NA,1,2,2015,1,1,NA,4,NA,NA,NA,NA,NA,NA
77973,25,6,NA,1,2,2016,3,NA,NA,5,NA,NA,NA,NA,NA,NA
77974,19,6,NA,1,1,2015,10,NA,7,5,NA,NA,NA,NA,NA,NA
77975,18,6,2,3,2,2016,0,NA,7,5,NA,NA,NA,NA,NA,NA
77979,42,2,1,3,4,2017,2,1,NA,3,NA,NA,NA,NA,NA,NA
77980,31,1,1,3,3,2016,3,1,NA,1,NA,NA,NA,NA,NA,NA
77981,33,6,1,3,2,2017,10,NA,NA,5,NA,NA,NA,NA,NA,NA
77982,20,6,1,3,3,2017,0,NA,1,5,NA,NA,NA,NA,NA,NA
77983,36,1,1,3,3,2015,5,1,NA,1,NA,NA,NA,NA,NA,NA
77984,36,1,3,4,1,2016,5,1,NA,1,NA,NA,NA,NA,NA,NA
77985,41,5,1,2,4,2016,2,1,NA,4,NA,NA,NA,NA,NA,NA
77986,43,6,1,2,2,2017,50,NA,NA,5,NA,NA,NA,NA,NA,NA
77987,21,6,NA,1,1,2017,1,NA,2,5,NA,NA,NA,NA,NA,NA
77990,31,1,2,2,5,2016,6,1,NA,1,NA,NA,NA,NA,NA,NA
77993,35,1,1,3,4,2015,9,2,NA,1,NA,NA,NA,NA,NA,NA
77995,30,2,1,2,2,2016,4,NA,NA,5,NA,NA,NA,NA,NA,NA
77999,49,1,1,3,4,2017,2,2,NA,1,NA,NA,NA,NA,NA,NA
78001,35,1,NA,1,2,2017,1,1,NA,1,NA,NA,NA,NA,NA,NA
78002,24,5,2,3,2,2016,1,1,6,4,NA,NA,NA,NA,NA,NA
78005,15,6,1,3,4,2015,0,NA,1,5,NA,NA,NA,NA,NA,NA
78006,16,6,1,2,3,2015,0,NA,2,5,NA,NA,NA,NA,NA,NA
78008,16,6,3,2,1,2016,0,NA,7,5,NA,NA,NA,NA,NA,NA
78010,15,6,2,4,3,2016,0,NA,2,5,NA,NA,NA,NA,NA,NA
78012,40,1,2,3,1,2017,4,1,NA,1,NA,NA,NA,NA,NA,NA
78013,31,6,NA,1,1,2016,13,NA,NA,5,NA,NA,NA,NA,NA,NA
78016,32,1,2,2,2,2017,12,1,NA,1,NA,NA,NA,NA,NA,NA
78017,28,6,2,3,1,2016,1,NA,NA,5,NA,NA,NA,NA,NA,NA
78018,15,6,1,3,2,2016,0,NA,1,5,NA,NA,NA,NA,NA,NA
78019,23,2,1,3,2,2017,2,NA,1,5,NA,NA,NA,NA,NA,NA
78020,36,1,1,3,1,2017,2,1,NA,1,NA,NA,NA,NA,NA,NA
78023,26,6,2,4,1,2016,9,NA,NA,5,NA,NA,NA,NA,NA,NA
78024,48,1,1,3,1,2016,3,1,NA,1,NA,NA,NA,NA,NA,NA
78025,44,1,1,2,3,2016,2,1,NA,1,NA,NA,NA,NA,NA,NA
78026,32,6,1,3,3,2015,3,NA,NA,5,NA,NA,NA,NA,NA,NA
78027,47,6,1,3,4,2016,10,NA,NA,5,NA,NA,NA,NA,NA,NA
78029,22,6,NA,1,2,2016,10,NA,6,5,NA,NA,NA,NA,NA,NA
78031,45,1,1,3,4,2017,2,2,NA,1,NA,NA,NA,NA,NA,NA
78034,35,6,1,3,2,2017,50,NA,NA,5,NA,NA,NA,NA,NA,NA
78035,36,6,NA,1,4,2016,50,NA,NA,5,NA,NA,NA,NA,NA,NA
78037,40,1,NA,1,2,2016,9,1,NA,1,NA,NA,NA,NA,NA,NA
78038,48,6,1,3,2,2017,0,NA,NA,5,NA,NA,NA,NA,NA,NA
78041,22,6,2,2,2,2016,0,NA,1,5,NA,NA,NA,NA,NA,NA
78044,39,6,2,3,2,2015,15,NA,NA,5,NA,NA,NA,NA,NA,NA
78046,34,1,2,2,3,2016,3,1,NA,1,NA,NA,NA,NA,NA,NA
78048,29,6,2,3,2,2017,4,NA,NA,5,NA,NA,NA,NA,NA,NA
78049,40,4,1,3,5,2016,4,1,NA,3,NA,NA,NA,NA,NA,NA
78054,42,6,NA,1,1,2016,32,NA,NA,5,NA,NA,NA,NA,NA,NA
78055,46,1,NA,1,1,2016,2,2,NA,1,NA,NA,NA,NA,NA,NA
78060,44,1,2,3,2,2016,35,1,NA,1,NA,NA,NA,NA,NA,NA
78062,48,4,2,3,1,2016,8,1,NA,3,NA,NA,NA,NA,NA,NA
78063,44,2,2,3,2,2016,13,2,NA,3,NA,NA,NA,NA,NA,NA
78066,16,6,1,4,3,2017,0,NA,2,5,NA,NA,NA,NA,NA,NA
78067,39,1,2,2,2,2017,2,1,NA,1,NA,NA,NA,NA,NA,NA
78068,39,4,1,3,2,2015,3,1,NA,3,NA,NA,NA,NA,NA,NA
78069,35,1,2,4,2,2016,4,2,NA,1,NA,NA,NA,NA,NA,NA
78071,28,1,1,4,3,2016,1,1,NA,1,NA,NA,NA,NA,NA,NA
78072,34,1,2,3,1,2015,5,2,NA,1,NA,NA,NA,NA,NA,NA
78073,17,6,NA,1,1,2016,0,NA,7,5,NA,NA,NA,NA,NA,NA
78074,15,6,1,3,2,2016,0,NA,7,5,NA,NA,NA,NA,NA,NA
78075,29,1,1,3,3,2016,1,1,NA,1,NA,NA,NA,NA,NA,NA
78076,42,2,1,2,2,2016,2,NA,NA,5,NA,NA,NA,NA,NA,NA
78077,24,2,NA,1,1,2017,5,NA,7,5,NA,NA,NA,NA,NA,NA
78078,42,1,1,3,5,2016,2,1,NA,1,NA,NA,NA,NA,NA,NA
78082,36,1,1,4,4,2017,2,1,NA,1,NA,NA,NA,NA,NA,NA
78084,34,1,2,4,2,2017,1,1,NA,1,NA,NA,NA,NA,NA,NA
78088,19,6,1,2,1,2017,0,NA,6,5,NA,NA,NA,NA,NA,NA
78090,24,6,1,3,1,2017,0,NA,2,5,NA,NA,NA,NA,NA,NA
78093,21,1,1,3,4,2016,2,1,3,1,NA,NA,NA,NA,NA,NA
78094,34,6,1,3,5,2017,5,NA,NA,5,NA,NA,NA,NA,NA,NA
78097,18,6,NA,1,2,2016,0,NA,7,5,NA,NA,NA,NA,NA,NA
78099,27,6,1,3,1,2017,5,NA,NA,5,NA,NA,NA,NA,NA,NA
78100,21,6,1,4,4,2016,0,NA,2,5,NA,NA,NA,NA,NA,NA
78101,47,6,1,3,4,2017,6,NA,NA,5,NA,NA,NA,NA,NA,NA
78103,23,6,1,3,4,2016,2,NA,5,5,NA,NA,NA,NA,NA,NA
78105,26,1,1,3,5,2016,8,1,NA,1,NA,NA,NA,NA,NA,NA
78106,30,1,1,4,2,2017,1,1,NA,1,NA,NA,NA,NA,NA,NA
78108,40,4,1,3,2,2017,6,1,NA,3,NA,NA,NA,NA,NA,NA
78109,33,1,2,3,2,2017,2,1,NA,1,NA,NA,NA,NA,NA,NA
78110,17,6,1,3,2,2017,0,NA,2,5,NA,NA,NA,NA,NA,NA
78111,27,2,1,3,2,2015,8,NA,NA,5,NA,NA,NA,NA,NA,NA
78112,42,1,2,3,5,2016,5,1,NA,1,NA,NA,NA,NA,NA,NA
78116,45,4,NA,1,2,2017,5,1,NA,3,NA,NA,NA,NA,NA,NA
78119,17,6,2,2,1,2017,2,NA,2,5,NA,NA,NA,NA,NA,NA
78122,22,6,1,3,3,2016,8,NA,2,5,NA,NA,NA,NA,NA,NA
78124,28,6,1,3,4,2016,4,NA,NA,5,NA,NA,NA,NA,NA,NA
78128,28,6,NA,1,2,2015,8,NA,NA,5,NA,NA,NA,NA,NA,NA
78130,25,2,NA,1,1,2016,5,NA,NA,5,NA,NA,NA,NA,NA,NA
78132,24,2,NA,1,2,2017,20,NA,2,5,NA,NA,NA,NA,NA,NA
78134,21,1,1,3,2,2016,4,1,2,1,NA,NA,NA,NA,NA,NA
78135,42,6,1,2,4,2017,1,NA,NA,5,NA,NA,NA,NA,NA,NA
78137,16,6,NA,1,1,2015,0,NA,7,5,NA,NA,NA,NA,NA,NA
78141,37,1,1,3,4,2016,1,1,NA,1,NA,NA,NA,NA,NA,NA
78142,23,6,2,3,1,2016,1,NA,2,5,NA,NA,NA,NA,NA,NA
78144,16,6,2,4,1,2017,0,NA,3,5,NA,NA,NA,NA,NA,NA
78146,30,1,2,3,2,2015,6,1,NA,1,NA,NA,NA,NA,NA,NA
78147,23,6,NA,1,5,2017,2,NA,3,5,NA,NA,NA,NA,NA,NA
78149,34,5,2,3,2,2017,3,1,NA,4,NA,NA,NA,NA,NA,NA
78150,39,1,1,3,2,2016,5,2,NA,1,NA,NA,NA,NA,NA,NA
78151,44,1,1,2,4,2016,4,1,NA,1,NA,NA,NA,NA,NA,NA
78153,31,6,NA,1,1,2016,50,NA,NA,5,NA,NA,NA,NA,NA,NA
78155,16,6,NA,1,1,2017,1,NA,6,5,NA,NA,NA,NA,NA,NA
78156,29,6,NA,1,1,2017,5,NA,NA,5,NA,NA,NA,NA,NA,NA
78157,23,6,2,3,4,2016,9,NA,2,5,NA,NA,NA,NA,NA,NA
78158,21,6,1,2,2,2017,1,NA,4,5,NA,NA,NA,NA,NA,NA
78162,20,6,2,1,2,2015,4,NA,7,5,NA,NA,NA,NA,NA,NA
78165,16,6,2,3,1,2016,0,NA,3,5,NA,NA,NA,NA,NA,NA
78167,35,1,1,4,1,2016,15,1,NA,1,NA,NA,NA,NA,NA,NA
78168,46,1,3,2,1,2017,8,2,NA,1,NA,NA,NA,NA,NA,NA
78169,20,5,2,3,5,2017,4,1,3,4,NA,NA,NA,NA,NA,NA
78170,27,4,1,3,2,2016,2,1,NA,3,NA,NA,NA,NA,NA,NA
78171,21,6,NA,1,1,2016,5,NA,1,5,NA,NA,NA,NA,NA,NA
78173,25,6,NA,1,1,2016,20,NA,NA,5,NA,NA,NA,NA,NA,NA
78174,27,1,1,3,2,2016,4,1,NA,1,NA,NA,NA,NA,NA,NA
78176,49,1,2,3,2,2016,10,1,NA,1,NA,NA,NA,NA,NA,NA
78177,27,1,NA,1,1,2015,1,1,NA,1,NA,NA,NA,NA,NA,NA
78178,18,6,NA,1,1,2017,6,NA,7,5,NA,NA,NA,NA,NA,NA
78179,35,1,1,3,4,2015,1,1,NA,1,NA,NA,NA,NA,NA,NA
78180,20,6,NA,1,1,2016,3,NA,6,5,NA,NA,NA,NA,NA,NA
78182,48,1,1,2,3,2016,3,1,NA,1,NA,NA,NA,NA,NA,NA
78183,34,6,1,3,5,2017,10,NA,NA,5,NA,NA,NA,NA,NA,NA
78184,27,1,NA,1,1,2015,3,2,NA,1,NA,NA,NA,NA,NA,NA
78188,38,1,2,3,3,2017,8,1,NA,1,NA,NA,NA,NA,NA,NA
78189,19,2,NA,1,2,2016,7,NA,1,5,NA,NA,NA,NA,NA,NA
78190,42,1,NA,1,1,2016,12,2,NA,1,NA,NA,NA,NA,NA,NA
78193,47,4,1,2,4,2015,2,1,NA,3,NA,NA,NA,NA,NA,NA
78196,42,1,1,2,3,2016,1,1,NA,1,NA,NA,NA,NA,NA,NA
78198,21,6,NA,1,1,2016,5,NA,6,5,NA,NA,NA,NA,NA,NA
78199,21,6,NA,1,1,2015,0,NA,2,5,NA,NA,NA,NA,NA,NA
78200,47,5,NA,1,1,2016,5,1,NA,4,NA,NA,NA,NA,NA,NA
78203,30,6,NA,1,2,2017,3,NA,NA,5,NA,NA,NA,NA,NA,NA
78204,32,6,1,3,3,2017,2,NA,NA,5,NA,NA,NA,NA,NA,NA
78208,23,6,2,4,1,2016,12,NA,7,5,NA,NA,NA,NA,NA,NA
78212,23,6,NA,1,1,2016,31,NA,7,5,NA,NA,NA,NA,NA,NA
78214,45,1,1,2,5,2016,4,1,NA,1,NA,NA,NA,NA,NA,NA
78215,36,1,1,3,1,2016,2,1,NA,1,NA,NA,NA,NA,NA,NA
78216,47,6,2,3,1,2016,2,NA,NA,5,NA,NA,NA,NA,NA,NA
78217,34,6,2,3,5,2017,0,NA,NA,5,NA,NA,NA,NA,NA,NA
78218,49,2,1,3,5,2015,5,1,NA,3,NA,NA,NA,NA,NA,NA
78219,27,6,2,3,4,2016,25,NA,NA,5,NA,NA,NA,NA,NA,NA
78220,28,6,2,3,3,2016,6,NA,NA,5,NA,NA,NA,NA,NA,NA
78222,38,1,2,3,5,2017,14,1,NA,1,NA,NA,NA,NA,NA,NA
78223,38,4,2,3,1,2017,16,1,NA,3,NA,NA,NA,NA,NA,NA
78224,29,1,1,3,3,2017,1,1,NA,1,NA,NA,NA,NA,NA,NA
78227,30,6,1,2,2,2016,7,NA,NA,5,NA,NA,NA,NA,NA,NA
78228,43,6,1,2,2,2015,2,NA,NA,5,NA,NA,NA,NA,NA,NA
78230,16,6,1,2,2,2016,0,NA,1,5,NA,NA,NA,NA,NA,NA
78232,46,3,1,3,3,2016,6,1,NA,2,NA,NA,NA,NA,NA,NA
78235,32,6,NA,1,1,2017,12,NA,NA,5,NA,NA,NA,NA,NA,NA
78240,32,1,1,3,1,2017,5,1,NA,1,NA,NA,NA,NA,NA,NA
78241,30,6,1,4,4,2016,1,NA,NA,5,NA,NA,NA,NA,NA,NA
78244,48,1,1,4,3,2017,7,2,NA,1,NA,NA,NA,NA,NA,NA
